distribution,pop_skewness,sample_size,mean_sampling_skewness,median_sampling_skewness,lower_quantile,upper_quantile
"Gamma (α = 0.53, θ = 1)",2.7472112789737806,20,1.8405621064586104,1.7419019062854377,0.6456433207369796,3.548271035388371
"Log-normal (μ = 0, σ = 0.7)",2.8883566031310934,20,1.4995148190028091,1.3788025519030729,0.246811814371705,3.3891454546746873
"Gamma (α = 0.44, θ = 1)",3.0151134457776365,20,1.9719182427350361,1.8773607374482522,0.7356105549401398,3.7043685008844536
"Log-normal (μ = 0, σ = 0.75)",3.262912728207002,20,1.5911993180323412,1.4667303262438303,0.30088681017471836,3.527277033561676
"Gamma (α = 16, θ = 1)",0.5,30,0.42115344438591507,0.3902222140717696,0.019103145061595463,1.4118753207630603
"Log-normal (μ = 0, σ = 0.25)",0.7782516357974832,30,0.6268225566952628,0.576472990698957,0.031960076564315744,1.7784911548055637
"Gamma (α = 4, θ = 1)",1,30,0.8237841334675476,0.7654664892863959,0.06941683910329888,2.018451262020709
"Log-normal (μ = 0, σ = 0.35)",1.1300370516687537,30,0.8791880160169286,0.8039924776235465,0.0687629205697321,2.2494334397957307
"Gamma (α = 2.56, θ = 1)",1.25,30,1.0160313577349045,0.9469974090915815,0.15154293938947722,2.3037088024677477
"Log-normal (μ = 0, σ = 0.4)",1.3219144053987633,30,1.0021025180952692,0.9149541686935022,0.1002414272340387,2.486821129278683
"Gamma (α = 2, θ = 1)",1.4142135623730951,30,1.1422023395595977,1.0653297702394688,0.23063083706323062,2.529751011252703
"Gamma (α = 1.78, θ = 1)",1.499063377991723,30,1.2041091648134774,1.1211310833356483,0.281697304666959,2.604444816986775
"Log-normal (μ = 0, σ = 0.45)",1.527659506242575,30,1.1206022320516422,1.0253373487208957,0.14744354624192155,2.7081399681685663
"Gamma (α = 1.31, θ = 1)",1.7474081133220758,30,1.3827620020857074,1.292293991228802,0.4052869047746194,2.8914038328276974
"Log-normal (μ = 0, σ = 0.5)",1.7501896550697178,30,1.2405578486558793,1.130497452951579,0.2073430995864262,2.9171828085236053
"Gamma (α = 1, θ = 1)",2,30,1.5506345345455015,1.4529131337722379,0.5342726243146884,3.1522874555174263
"Log-normal (μ = 0, σ = 0.55)",1.992956625406344,30,1.3602158660957187,1.2398395608988717,0.27421762482788686,3.156613794207587
"Gamma (α = 0.79, θ = 1)",2.250175801852048,30,1.7164899846278807,1.610647653173809,0.6586088068978598,3.381365002024004
"Log-normal (μ = 0, σ = 0.6)",2.2600838884867054,30,1.475277745832141,1.3436406537391932,0.33954585545182664,3.3827229189118717
"Gamma (α = 0.64, θ = 1)",2.5,30,1.873188266643752,1.761333676545442,0.7643950636063169,3.6278452248322743
"Log-normal (μ = 0, σ = 0.65)",2.5565396521582318,30,1.5855335954340024,1.4445851142129822,0.41191032059260585,3.567052378196305
"Gamma (α = 0.53, θ = 1)",2.7472112789737806,30,2.0168859680821587,1.9020492879192497,0.8647526927966206,3.820811108311771
"Log-normal (μ = 0, σ = 0.7)",2.8883566031310934,30,1.7010344537018844,1.5538915154286845,0.47496773803201253,3.7842348171198283
"Gamma (α = 0.44, θ = 1)",3.0151134457776365,30,2.1617037486887143,2.039870625770503,0.9715995102689754,4.011160680854543
"Log-normal (μ = 0, σ = 0.75)",3.262912728207002,30,1.8013881975095176,1.6438195707863084,0.5382057576274469,3.955411920809899
"Gamma (α = 16, θ = 1)",0.5,40,0.4378214943314926,0.40959034486495083,0.020015474798910828,1.317508349361376
"Log-normal (μ = 0, σ = 0.25)",0.7782516357974832,40,0.6620458301648856,0.6102187782625867,0.04099052006071899,1.7435404582189538
"Gamma (α = 4, θ = 1)",1,40,0.860988330877441,0.804909137265799,0.11842168130644341,1.965523940788685
"Log-normal (μ = 0, σ = 0.35)",1.1300370516687537,40,0.9284625070492534,0.8528215685339864,0.1104269234468656,2.2332258747466103
"Gamma (α = 2.56, θ = 1)",1.25,40,1.0648528487394344,0.9969230752388532,0.2540923967859306,2.288080012245664
"Log-normal (μ = 0, σ = 0.4)",1.3219144053987633,40,1.061154318689819,0.9724806775669558,0.180103076630351,2.4913294814716367
"Gamma (α = 2, θ = 1)",1.4142135623730951,40,1.1965289684634406,1.1196444321662444,0.3551467141946895,2.4940714517391678
"Gamma (α = 1.78, θ = 1)",1.499063377991723,40,1.2607741354962263,1.1805127522494423,0.40104417247875823,2.5932036272881347
"Log-normal (μ = 0, σ = 0.45)",1.527659506242575,40,1.1882814432172113,1.086749321523248,0.2537851518748293,2.732147595941361
"Gamma (α = 1.31, θ = 1)",1.7474081133220758,40,1.450887167495861,1.357929873489847,0.5430355185389277,2.9061352982271518
"Log-normal (μ = 0, σ = 0.5)",1.7501896550697178,40,1.3188552048858633,1.2047918166581195,0.3334561208862439,2.985250794993844
"Gamma (α = 1, θ = 1)",2,40,1.6300785577079946,1.5284386662581042,0.6695687331381727,3.2035398468354397
"Log-normal (μ = 0, σ = 0.55)",1.992956625406344,40,1.4550384319919543,1.3252107463454255,0.41094584020726144,3.2711274232733216
"Gamma (α = 0.79, θ = 1)",2.250175801852048,40,1.8047674170727912,1.6944924849026646,0.8007638800956391,3.457593878340922
"Log-normal (μ = 0, σ = 0.6)",2.2600838884867054,40,1.573431132931609,1.4287927498402846,0.4845638828252357,3.519699556879826
"Gamma (α = 0.64, θ = 1)",2.5,40,1.9693380322081626,1.851249511011345,0.9059841453617885,3.7133729070010095
"Log-normal (μ = 0, σ = 0.65)",2.5565396521582318,40,1.6985232908924146,1.5448539467804703,0.5546227628328584,3.765205201086128
"Gamma (α = 0.53, θ = 1)",2.7472112789737806,40,2.1332724616748626,2.0047971514946443,1.013366256832815,3.9743081511514142
"Log-normal (μ = 0, σ = 0.7)",2.8883566031310934,40,1.8313859671985062,1.6664553271906895,0.6248899231816687,3.996863652826007
"Gamma (α = 0.44, θ = 1)",3.0151134457776365,40,2.2905815709230715,2.156806158062023,1.1285095588266072,4.203955403986144
"Log-normal (μ = 0, σ = 0.75)",3.262912728207002,40,1.9531823880125434,1.776662787732938,0.6934354473613649,4.24708447888754
"Gamma (α = 16, θ = 1)",0.5,50,0.44661635387719056,0.41986896600134344,0.022988587135664835,1.2523491913665614
"Log-normal (μ = 0, σ = 0.25)",0.7782516357974832,50,0.681565020233317,0.633779207764268,0.055687089235440884,1.6850729717132515
"Gamma (α = 4, θ = 1)",1,50,0.8846328294073896,0.8320321541147007,0.1764896370576886,1.910537149022248
"Log-normal (μ = 0, σ = 0.35)",1.1300370516687537,50,0.9571977822873647,0.8840328857439124,0.17377720547893877,2.204989148814272
"Gamma (α = 2.56, θ = 1)",1.25,50,1.09388781215551,1.0287807855943383,0.34240412928274383,2.2302859923639025
"Log-normal (μ = 0, σ = 0.4)",1.3219144053987633,50,1.0949721621683302,1.0078993929120572,0.25587537999360893,2.467975529096246
"Gamma (α = 2, θ = 1)",1.4142135623730951,50,1.2263253748435947,1.150667992432918,0.4342007505768893,2.463384017562899
"Gamma (α = 1.78, θ = 1)",1.499063377991723,50,1.294111562170478,1.2149586049170797,0.4830108518474392,2.58118737358875
"Log-normal (μ = 0, σ = 0.45)",1.527659506242575,50,1.2331752758516619,1.128900054126753,0.345018505198297,2.759082662261014
"Gamma (α = 1.31, θ = 1)",1.7474081133220758,50,1.4952025335636059,1.4052022486417988,0.6321281956592405,2.9065906661921
"Log-normal (μ = 0, σ = 0.5)",1.7501896550697178,50,1.3771613843296402,1.2582329871971922,0.4302882684262293,3.053681813399527
"Gamma (α = 1, θ = 1)",2,50,1.6879467160881838,1.587992112514398,0.7644096696144026,3.2079762885759098
"Log-normal (μ = 0, σ = 0.55)",1.992956625406344,50,1.5159159133642033,1.3836128288270895,0.5074619052679965,3.314854154995076
"Gamma (α = 0.79, θ = 1)",2.250175801852048,50,1.8652861784217747,1.7538494410610737,0.8911508294082305,3.508393515915163
"Log-normal (μ = 0, σ = 0.6)",2.2600838884867054,50,1.6508216136634601,1.503496796840639,0.5865408866492062,3.6161628538034836
"Gamma (α = 0.64, θ = 1)",2.5,50,2.046247688134874,1.9220009175985422,1.00955516030584,3.8036831305764496
"Log-normal (μ = 0, σ = 0.65)",2.5565396521582318,50,1.7941749928001398,1.625761518346938,0.6653934513911586,3.9283483383618356
"Gamma (α = 0.53, θ = 1)",2.7472112789737806,50,2.207465858161453,2.0735108019368385,1.1190308275196692,4.06422918967829
"Log-normal (μ = 0, σ = 0.7)",2.8883566031310934,50,1.9327098996038523,1.7498695461889424,0.7366405150976423,4.203777910773248
"Gamma (α = 0.44, θ = 1)",3.0151134457776365,50,2.380590193764854,2.2418146372314647,1.2386842104856834,4.347144064760192
"Log-normal (μ = 0, σ = 0.75)",3.262912728207002,50,2.060454721766621,1.866907072696669,0.8098236793355481,4.435958045914508
"Gamma (α = 16, θ = 1)",0.5,60,0.45679194781559473,0.43229205214960953,0.02579530176624467,1.2004117770937381
"Log-normal (μ = 0, σ = 0.25)",0.7782516357974832,60,0.6951457807948601,0.6490515384172877,0.07686827904908611,1.639028771689111
"Gamma (α = 4, θ = 1)",1,60,0.899352981767398,0.8488150614229542,0.23691353051714928,1.8604521152247402
"Log-normal (μ = 0, σ = 0.35)",1.1300370516687537,60,0.9823528244275419,0.9092451501617294,0.23344343469177387,2.17640729878725
"Gamma (α = 2.56, θ = 1)",1.25,60,1.1173523825222291,1.0531133414710685,0.3990115704509594,2.2185061207235592
"Log-normal (μ = 0, σ = 0.4)",1.3219144053987633,60,1.126907184413844,1.040223559154217,0.3223152969435737,2.485190521347582
"Gamma (α = 2, θ = 1)",1.4142135623730951,60,1.2554143725127387,1.1829605601255064,0.5061414210762675,2.4517326619144897
"Gamma (α = 1.78, θ = 1)",1.499063377991723,60,1.3233128175957782,1.2475412350684345,0.5533658909004859,2.54660841235268
"Log-normal (μ = 0, σ = 0.45)",1.527659506242575,60,1.2688890805514175,1.1654421584545802,0.4155409568506751,2.757159222622119
"Gamma (α = 1.31, θ = 1)",1.7474081133220758,60,1.526732139439431,1.436395198646638,0.7001170718805018,2.8890986545598234
"Log-normal (μ = 0, σ = 0.5)",1.7501896550697178,60,1.420514764820683,1.2979694995495294,0.5036527488453068,3.0841685991912136
"Gamma (α = 1, θ = 1)",2,60,1.7272222378648676,1.6249248363664512,0.8376334591455066,3.2277701203983886
"Log-normal (μ = 0, σ = 0.55)",1.992956625406344,60,1.5637877070439055,1.426133726051774,0.5860853436295981,3.3786958376498264
"Gamma (α = 0.79, θ = 1)",2.250175801852048,60,1.9181124541040857,1.80368971934472,0.9695025794402113,3.5449932360515692
"Log-normal (μ = 0, σ = 0.6)",2.2600838884867054,60,1.7105010013268094,1.5531802156641548,0.6664869914993652,3.702324032836079
"Gamma (α = 0.64, θ = 1)",2.5,60,2.0974133202408645,1.9749001484019684,1.0906202469992077,3.8461492109572246
"Log-normal (μ = 0, σ = 0.65)",2.5565396521582318,60,1.8569077270862475,1.6857190388047982,0.7410728478561375,3.9892933024850326
"Gamma (α = 0.53, θ = 1)",2.7472112789737806,60,2.26664944188409,2.1365595071430126,1.206717458783695,4.10101066851674
"Log-normal (μ = 0, σ = 0.7)",2.8883566031310934,60,2.007082971240791,1.8151730458826862,0.8169202287972588,4.368392325860393
"Gamma (α = 0.44, θ = 1)",3.0151134457776365,60,2.4499900367390115,2.308238069575122,1.3219306044875325,4.424114560189253
"Log-normal (μ = 0, σ = 0.75)",3.262912728207002,60,2.148323995073528,1.9456197675580793,0.8912924695247644,4.615277775876357
"Gamma (α = 16, θ = 1)",0.5,70,0.46280042594332754,0.4380764377940936,0.029031970636255455,1.1610062561713645
"Log-normal (μ = 0, σ = 0.25)",0.7782516357974832,70,0.7041666183488626,0.6606572076269347,0.09567801119456255,1.5949366421131945
"Gamma (α = 4, θ = 1)",1,70,0.91462151824542115,0.8658887046222383,0.28603637196065673,1.84546108597433
"Log-normal (μ = 0, σ = 0.35)",1.1300370516687537,70,0.9982206605558558,0.9270538925225474,0.28173681217785584,2.1311043830580116
"Gamma (α = 2.56, θ = 1)",1.25,70,1.1330138851898868,1.070478861856508,0.44985858287314245,2.1840545072211337
"Log-normal (μ = 0, σ = 0.4)",1.3219144053987633,70,1.142455224202704,1.0577807680704732,0.378544823327641,2.4225446376175834
"Gamma (α = 2, θ = 1)",1.4142135623730951,70,1.272605779995486,1.2037377781216256,0.5541310667030813,2.4056486357764353
"Gamma (α = 1.78, θ = 1)",1.499063377991723,70,1.3483457760712692,1.2724472883278142,0.6054878735325279,2.537682758450713
"Log-normal (μ = 0, σ = 0.45)",1.527659506242575,70,1.2956032176210412,1.194125046324627,0.47266287106432914,2.734294619215589
"Gamma (α = 1.31, θ = 1)",1.7474081133220758,70,1.5513640860309426,1.4641026931140246,0.7560330798700041,2.866961232391628
"Log-normal (μ = 0, σ = 0.5)",1.7501896550697178,70,1.446603476683831,1.3279225357753714,0.5621302372800507,3.062184060681648
"Gamma (α = 1, θ = 1)",2,70,1.756399558733728,1.6564124108409632,0.8962031401571832,3.2121386343996736
"Log-normal (μ = 0, σ = 0.55)",1.992956625406344,70,1.6033725837012758,1.465463876278878,0.6483479450279195,3.4166194080973007
"Gamma (α = 0.79, θ = 1)",2.250175801852048,70,1.9493183856882135,1.8367714091362404,1.027465451350038,3.548663632287053
"Log-normal (μ = 0, σ = 0.6)",2.2600838884867054,70,1.7594016385413955,1.5995298361143333,0.7296274779250158,3.7715046883379166
"Gamma (α = 0.64, θ = 1)",2.5,70,2.137247642928625,2.0121016725347003,1.1571010901465233,3.8587561941100468
"Log-normal (μ = 0, σ = 0.65)",2.5565396521582318,70,1.912511766896653,1.7366486448357488,0.8118824606687842,4.09875617304658
"Gamma (α = 0.53, θ = 1)",2.7472112789737806,70,2.3188707270068796,2.1862788265208075,1.2723911010857683,4.154884284180246
"Log-normal (μ = 0, σ = 0.7)",2.8883566031310934,70,2.066571325382878,1.869828270600677,0.8951298565376292,4.4190534841137845
"Gamma (α = 0.44, θ = 1)",3.0151134457776365,70,2.502237241523149,2.3559921469848764,1.3910454713716731,4.462798648245444
"Log-normal (μ = 0, σ = 0.75)",3.262912728207002,70,2.2157219865908386,2.0033869234520747,0.9724767381141203,4.754522230069451
"Gamma (α = 16, θ = 1)",0.5,80,0.4654800229117456,0.4438948089670586,0.03280775360187675,1.119669078394272
"Log-normal (μ = 0, σ = 0.25)",0.7782516357974832,80,0.713706803828826,0.6726158661594067,0.1258235631391796,1.5578688448179818
"Gamma (α = 4, θ = 1)",1,80,0.9252081387159405,0.8772982122573033,0.32173547865411223,1.810638565859479
"Log-normal (μ = 0, σ = 0.35)",1.1300370516687537,80,1.0120054112629233,0.9441888275561976,0.3235654700858733,2.1114908607184986
"Gamma (α = 2.56, θ = 1)",1.25,80,1.1446437002849688,1.0854973027941814,0.4896875206357589,2.1500931957957814
"Log-normal (μ = 0, σ = 0.4)",1.3219144053987633,80,1.1631835265529475,1.078494047701714,0.42254247329218825,2.4019393367507824
"Gamma (α = 2, θ = 1)",1.4142135623730951,80,1.2899517761253412,1.223362248249088,0.5972365690955924,2.38745755824307
"Gamma (α = 1.78, θ = 1)",1.499063377991723,80,1.3611278063600813,1.2895232178484344,0.6492313086728569,2.509335748283427
"Log-normal (μ = 0, σ = 0.45)",1.527659506242575,80,1.317507184135149,1.2115579148689655,0.5217893487494547,2.7526942995425565
"Gamma (α = 1.31, θ = 1)",1.7474081133220758,80,1.5711978896616412,1.4868057701885882,0.7988380034409248,2.8516420568074357
"Log-normal (μ = 0, σ = 0.5)",1.7501896550697178,80,1.475412177196672,1.3536023603263079,0.6108139386801175,3.0732674493226395
"Gamma (α = 1, θ = 1)",2,80,1.777894695384367,1.6814560332643405,0.9469440578323287,3.1930855179322046
"Log-normal (μ = 0, σ = 0.55)",1.992956625406344,80,1.6386299398855362,1.4989684041054385,0.6942561422690245,3.43609729146578
"Gamma (α = 0.79, θ = 1)",2.250175801852048,80,1.9796595183797057,1.8673190505008117,1.0773307417442934,3.5591000403799544
"Log-normal (μ = 0, σ = 0.6)",2.2600838884867054,80,1.7911891795838397,1.634024802616213,0.7832066979860159,3.7765945874006386
"Gamma (α = 0.64, θ = 1)",2.5,80,2.1690335292114047,2.0452972681838197,1.206781901946396,3.867901912518641
"Log-normal (μ = 0, σ = 0.65)",2.5565396521582318,80,1.95685582757258,1.772688644995228,0.8709233639188115,4.16421832290872
"Gamma (α = 0.53, θ = 1)",2.7472112789737806,80,2.3531542713868316,2.2237082322463673,1.3293928756425355,4.151231360882218
"Log-normal (μ = 0, σ = 0.7)",2.8883566031310934,80,2.116862117185839,1.9135422133882591,0.9500769486087304,4.510405798202192
"Gamma (α = 0.44, θ = 1)",3.0151134457776365,80,2.544171296266215,2.4002385301151783,1.4554798228145882,4.488381256832635
"Log-normal (μ = 0, σ = 0.75)",3.262912728207002,80,2.279553169657632,2.0577842808064704,1.0314554312514082,4.833801598619624
"Gamma (α = 16, θ = 1)",0.5,90,0.47012742575059474,0.44859406850682815,0.03741633385524367,1.091008090144912
"Log-normal (μ = 0, σ = 0.25)",0.7782516357974832,90,0.7200220596640218,0.6796257908912731,0.1535906466238765,1.5305156454813484
"Gamma (α = 4, θ = 1)",1,90,0.931364348774853,0.8856257765703608,0.3529772349660287,1.7746609766433177
"Log-normal (μ = 0, σ = 0.35)",1.1300370516687537,90,1.0195447068331938,0.9539418930211176,0.3608625141320753,2.0845086263953334
"Gamma (α = 2.56, θ = 1)",1.25,90,1.1559212202104334,1.0986016786786563,0.5236764705300119,2.132416372314845
"Log-normal (μ = 0, σ = 0.4)",1.3219144053987633,90,1.1780564731711085,1.0932917763152776,0.4565320765445209,2.4206576784958496
"Gamma (α = 2, θ = 1)",1.4142135623730951,90,1.299286186178893,1.2340761249943746,0.6341502151864178,2.3627107717937967
"Gamma (α = 1.78, θ = 1)",1.499063377991723,90,1.3764717525378574,1.306181542426685,0.6859177517190476,2.496162040949916
"Log-normal (μ = 0, σ = 0.45)",1.527659506242575,90,1.335005731330347,1.2359889274307907,0.5587242949466426,2.717690212501324
"Gamma (α = 1.31, θ = 1)",1.7474081133220758,90,1.5858264375749813,1.5028772711359344,0.8358830734973264,2.8227253277252364
"Log-normal (μ = 0, σ = 0.5)",1.7501896550697178,90,1.4939364578126089,1.3770076792193127,0.646880711654698,3.064116688949918
"Gamma (α = 1, θ = 1)",2,90,1.7999627516586478,1.7006075821685473,0.9884699250938022,3.199106208472021
"Log-normal (μ = 0, σ = 0.55)",1.992956625406344,90,1.6620990736708572,1.5193819795339742,0.7435746923468611,3.456359476859151
"Gamma (α = 0.79, θ = 1)",2.250175801852048,90,2.0037291567958833,1.8945456356925918,1.1242533680657294,3.5503430445079194
"Log-normal (μ = 0, σ = 0.6)",2.2600838884867054,90,1.8287266141444833,1.6653803632057502,0.8364786277957088,3.833886480482795
"Gamma (α = 0.64, θ = 1)",2.5,90,2.196079498415579,2.073219126570674,1.2555949904243298,3.8726585935790343
"Log-normal (μ = 0, σ = 0.65)",2.5565396521582318,90,1.9978693116184885,1.812154001363451,0.9190854955629751,4.2040391112048905
"Gamma (α = 0.53, θ = 1)",2.7472112789737806,90,2.3845056438816354,2.254595071848614,1.378060630165011,4.178930724885342
"Log-normal (μ = 0, σ = 0.7)",2.8883566031310934,90,2.1602955071730965,1.9563944215060585,1.0049227466572814,4.57276368103372
"Gamma (α = 0.44, θ = 1)",3.0151134457776365,90,2.5857105695387057,2.4389755752758164,1.5064172186925735,4.533923585205291
"Log-normal (μ = 0, σ = 0.75)",3.262912728207002,90,2.3289961688743746,2.1071997359083032,1.0898100596033453,4.9533124223818055
"Gamma (α = 16, θ = 1)",0.5,100,0.47352717048904613,0.45439365379730356,0.04425691774350918,1.0730067150727929
"Log-normal (μ = 0, σ = 0.25)",0.7782516357974832,100,0.7256499021734176,0.6885616241048815,0.17944754570538488,1.4972449471935583
"Gamma (α = 4, θ = 1)",1,100,0.9368760794472367,0.8942202244225506,0.38300442728709017,1.7459429320678286
"Log-normal (μ = 0, σ = 0.35)",1.1300370516687537,100,1.0322913342675526,0.9691261882808698,0.39306411201129743,2.0654866910829317
"Gamma (α = 2.56, θ = 1)",1.25,100,1.165321218451539,1.109013824597715,0.5577229107136691,2.1099329736022505
"Log-normal (μ = 0, σ = 0.4)",1.3219144053987633,100,1.1905003563348473,1.1084209201041493,0.496337040555488,2.3884358870096505
"Gamma (α = 2, θ = 1)",1.4142135623730951,100,1.3106181835057875,1.246134493569711,0.6655482452200061,2.3323803297645034
"Gamma (α = 1.78, θ = 1)",1.499063377991723,100,1.3826462688479497,1.316745480578396,0.7185421364071027,2.4463447057748193
"Log-normal (μ = 0, σ = 0.45)",1.527659506242575,100,1.351193026809692,1.2522618270450914,0.5899750842140944,2.723149575880693
"Gamma (α = 1.31, θ = 1)",1.7474081133220758,100,1.6023369859864678,1.5214720829873798,0.8721220004646462,2.8234564184324293
"Log-normal (μ = 0, σ = 0.5)",1.7501896550697178,100,1.515775214793714,1.3980460599669104,0.6882897305387785,3.0709038374115876
"Gamma (α = 1, θ = 1)",2,100,1.8121317521193878,1.7158512517623437,1.0201577433736233,3.178381280771033
"Log-normal (μ = 0, σ = 0.55)",1.992956625406344,100,1.683653299885504,1.5462265006707434,0.7781221577013934,3.431678670409885
"Gamma (α = 0.79, θ = 1)",2.250175801852048,100,2.0216738014154596,1.9140715400887327,1.1606502975358268,3.5348640657565564
"Log-normal (μ = 0, σ = 0.6)",2.2600838884867054,100,1.8549576638485825,1.690200668196178,0.8679881524402888,3.8614331551719974
"Gamma (α = 0.64, θ = 1)",2.5,100,2.2207150506719135,2.098234003780373,1.288808857078397,3.8640781939583
"Log-normal (μ = 0, σ = 0.65)",2.5565396521582318,100,2.028694717772784,1.8430616551631696,0.9608837860204493,4.216727486521927
"Gamma (α = 0.53, θ = 1)",2.7472112789737806,100,2.4119952819567407,2.280045512647783,1.4174477310646425,4.196521565277299
"Log-normal (μ = 0, σ = 0.7)",2.8883566031310934,100,2.2016661023939457,1.9964013095795692,1.0467532231868075,4.616249301742085
"Gamma (α = 0.44, θ = 1)",3.0151134457776365,100,2.6148416621423705,2.4741992520268044,1.557179229651278,4.538283081561
"Log-normal (μ = 0, σ = 0.75)",3.262912728207002,100,2.380990214382021,2.1456875338317003,1.1354736689113851,5.058283650962059
"Gamma (α = 16, θ = 1)",0.5,125,0.4775004504175902,0.45972594434715675,0.06292443006721649,1.0167779462834552
"Log-normal (μ = 0, σ = 0.25)",0.7782516357974832,125,0.735417609673981,0.700191390830718,0.2324999921189502,1.4463447667233547
"Gamma (α = 4, θ = 1)",1,125,0.9475858340039264,0.9089777418289289,0.43929390554363407,1.6907798315607712
"Log-normal (μ = 0, σ = 0.35)",1.1300370516687537,125,1.0483145535262777,0.9870021446041275,0.450939801876454,2.023420483087576
"Gamma (α = 2.56, θ = 1)",1.25,125,1.181246049969069,1.131558690630171,0.61716081025056,2.051803149014281
"Log-normal (μ = 0, σ = 0.4)",1.3219144053987633,125,1.2123045179777583,1.1354856875423538,0.5572327074845386,2.3322224299068712
"Gamma (α = 2, θ = 1)",1.4142135623730951,125,1.3280567093338709,1.2689663955786235,0.7251640456234903,2.285719575631002
"Gamma (α = 1.78, θ = 1)",1.499063377991723,125,1.405819165287039,1.3419096978534109,0.7829364928970407,2.4101821466643485
"Log-normal (μ = 0, σ = 0.45)",1.527659506242575,125,1.3797166497766784,1.28440881284543,0.656417581201552,2.6932758494810716
"Gamma (α = 1.31, θ = 1)",1.7474081133220758,125,1.6262924699608452,1.5502239246220533,0.9420793152389393,2.7753879157764243
"Log-normal (μ = 0, σ = 0.5)",1.7501896550697178,125,1.549276165295033,1.4340989809330367,0.759759785363731,3.04556172574165
"Gamma (α = 1, θ = 1)",2,125,1.8450835364239675,1.7555382689036736,1.0922867567056098,3.122753442453963
"Log-normal (μ = 0, σ = 0.55)",1.992956625406344,125,1.7281732963741008,1.5898971653335057,0.858464400645323,3.461202768074652
"Gamma (α = 0.79, θ = 1)",2.250175801852048,125,2.0573324182739365,1.9576414757100835,1.236145637475763,3.4688454454691344
"Log-normal (μ = 0, σ = 0.6)",2.2600838884867054,125,1.9091875787099435,1.7460071380631708,0.9537488983839704,3.8620964175788317
"Gamma (α = 0.64, θ = 1)",2.5,125,2.266470097919442,2.1527073986301923,1.3783535621272833,3.8684218805931776
"Log-normal (μ = 0, σ = 0.65)",2.5565396521582318,125,2.091047653504529,1.9048378942059845,1.0449599111215682,4.307013853137875
"Gamma (α = 0.53, θ = 1)",2.7472112789737806,125,2.464566124953445,2.338756598718906,1.5075683639754185,4.178177334162654
"Log-normal (μ = 0, σ = 0.7)",2.8883566031310934,125,2.2752585570486152,2.0617912143528327,1.1370419551332394,4.714837658835075
"Gamma (α = 0.44, θ = 1)",3.0151134457776365,125,2.675184197780748,2.5296177005805274,1.6407329285535597,4.573262205969821
"Log-normal (μ = 0, σ = 0.75)",3.262912728207002,125,2.4703614674557217,2.226974963347443,1.2328627447931524,5.1953815245147865
"Gamma (α = 16, θ = 1)",0.5,150,0.48163049314734063,0.4663433387062461,0.08758668146645532,0.965448073847615
"Log-normal (μ = 0, σ = 0.25)",0.7782516357974832,150,0.7410633872356511,0.7096194131357427,0.2710148693353869,1.4002517193333825
"Gamma (α = 4, θ = 1)",1,150,0.9565981949833294,0.9218386474630088,0.4773468336440845,1.645791767655226
